Link,School,School Rank,price,Bedrooms,Bathrooms,Car Spaces,type,availability,address,suburb,inspection_date,inspection_time_start,inspection_time_end,description para,Agent_Name,Agent_Phone,Agent_Email,Price Category,
https://www.realestate.com.au/425145418,Doncaster Gardens Primary School,6,$450 per week,2,2,1,Apartment,Available Now,203/832 Doncaster Road,Doncaster,Sat 22 Dec,11:00AM , 11:15AM,"
This apartment is located in one of the most sought of locations in Doncaster, it comprising two spacious bedrooms, both complete with built in robes, breathtaking main bathroom and the master with ensuite. The modern floor plan offers spacious living with timber floors throughout and opens out to a very private balcony.
It features high quality Miele appliances with integrated fridge, stone-topped benches, open plan living leading to the lovely balcony, bedroom with built in robes and wool carpet, European laundry with reverse cycle heating and cooling, basement car park and storage cage.
Located within walking distance to Jackson Court Shops and Westfield Doncaster, and bus transportation.",Rex Yu,437666888,rex%40seekre.com.au,Rentals Available 350_480,
https://www.realestate.com.au/425184238,Doncaster Gardens Primary School,6,$480 per week,2,2,1,Apartment,Available Now,115/832 Doncaster road,Doncaster,Sat 22 Dec,2:00PM , 2:15PM,"
**** IMPORTANT! REGISTER TO INSPECT PROPERTIES ****
If no one registers for an inspection time then that inspection may not proceed.
DON'T MISS OUT! Book for an inspection time today by sending us a message!
PHOTO I.D REQUIRED AT ALL INSPECTIONS.
This partial furnished brand new executive The Courtyard apartment of 95 sqm approximately, 2 bedroom, 2 bathroom, 1 car space, 1 storage cage apartment is approximately 30 minutes drive or 20 kilometres north east of Melbourne CBD.
The kitchen with its stone benchtops and top of the range Miele appliances opens to a spacious open plan living and dining area with timber floors throughout, which flows out to a large balcony.
Features include:
* A master bedroom with ensuite
* Miele appliances - Built-In Refrigeration integrated behind the kitchen cabinetary, Dishwasher, Gas Cook Top, Built-In Oven, Rangehood, Euro-style Laundry with a Washer Dryer combo
* Ducted reverse cycle heating and cooling
* Video intercom security entrance
* Visitor car parks in the secure basement
Conveniently located:
* Bus stop - 2 mins walk to catch direct bus to CBD/Box Hill train station
...
show more",Lillian Guo,406522974,rental%40llcre.com.au,Rentals Available 350_480,
https://www.realestate.com.au/425300842,Doncaster Gardens Primary School,6,$390 per week,3,2,2,House,Available Now,33 Cavalier Street,Doncaster East, , to arrange an appointment., to arrange an appointment.,"
Well presented 3 bedroom, 2 bathroom home with a northerly aspect. Situated close to Jackson Court shopping centre and within walking distance to primary and secondary schools.
This property features:
- 3 bedrooms 2 with built in robes
- 2 bathrooms
- Double carport
- Ducted heating
- Air conditioner
School zones: Doncaster Gardens Primary School & East Doncaster Secondary College.
You must register your interest by clicking the contact agent button to be notified of any inspection cancellations or amendments. PHOTO ID REQUIRED.",Jane Gao,0419 476 590,jgao%40barryplant.com.au,Rentals Available 350_480,
https://www.realestate.com.au/425455214,Doncaster Gardens Primary School,6,$450 per week,3,1,3,House,Available Now,27 Kiewa street,Doncaster, , to arrange an appointment., to arrange an appointment.,"
PROPERTY ID: 46619
This well-maintained home features three large bedrooms, a generously sized backyard with lush greenery, spacious lounge area, and is close to schools, parks, Westfield Doncaster and local cafes, city express buses and freeway/Eastlink. The kitchen is well appointed with adjoining dining room, and bathroom is central with full bathtub.
Extra features include:
- Separate laundry and toilet
- Double garage and carport
- Garden shed
- Gas Ducted Heating
- Evaporative Cooling
- Sits upon 654m^2 of fruit tree-dotted land.",,1800 234 397,property%40srv.rentbetter.com.au,Rentals Available 350_480,
https://www.realestate.com.au/404284613,Burwood East Primary School,1,$465 per week,3,1,,Apartment,Wed 20-Feb-19,105/308 Burwood Highway,Burwood, , to arrange an appointment., to arrange an appointment.,"
Open For Inspection:  Please see http://sha.com.au/inspections/ 
You can't get any closer to Deakin University!  This building is located within walking distance to Deakin University.
This boutique property built in 2008 and opened in 2009, features 24 apartments.
This furnished three bedroom apartment has one bathroom plus an additional toilet and comes with a bed and study desk in each room, full kitchen with gas cooking, electric heating, microwave and fridge, cutlery and crockery, stylish bathroom, an additional/separate toilet, meals table and chairs, and colour television.
Gas is included in the rent.  Tenant to pay water and electricity usage.
 
This apartment has access to internet usage at very affordable rates.
This building also includes a communal courtyard and laundry in the basement area.
There is secure, off-street parking, leased separately, at an additional cost (subject to availability).  This building also offers bicycle storage facilities.
Note:  This building is regulated to only one secondary / tertiary full-time student resident per apartment / bedroom.
Tram number 75 is located
...
show more",Susana,1300 742 000,shahawthorn%40sha.com.au,Rentals Available 350_480,
https://www.realestate.com.au/425381074,Burwood East Primary School,1,$480 per week,4,1,3,House,Sat 19-Jan-19,3 Keats Street,Burwood East,Sat 22 Dec,2:00PM , 2:15PM,"
Ideal large family home comprising 4 bedrooms, large dining/meals area with tiled floors, family room, generous size lounge, American Oak kitchen with gas stove top and double electric oven, large downstairs rumpus room with kitchenette and plenty of storage. All within few hundred metres of Burwood One, public transport, cafes, restaurants and a short tram ride to Deakin and PLC. Please note, wall air conditioning unit not offered.
We highly recommend registering for an open for inspection. If the registered time is not suitable please click Book an Inspection or Contact Agent. Registering for an inspection will allow us to notify you by sms of any changes to open times and available dates as these are subject to change without notice. Photo identification is required at all inspections. 
- Gas ducted heating
- 3 Living zones
- Built in BBQ
- Undercover entertainment area
- Fully fenced rear yard
- Double garage plus off street parking",Ashleigh King,03 8877 0888,mcgrathblackburn%40mail.inspectrealestate.com.au,Rentals Available 350_480,
https://www.realestate.com.au/420366082,Burwood East Primary School,1,$395 per week,3,1,2,House,Mon 11-Feb-19,2 Upton Court,Burwood East,Thu 3 Jan,5:00PM , 5:15PM,"
What a fantastic opportunity to rent a spacious three bedroom home in a quiet court location. Comprises spacious lounge/dining, original kitchen and bathroom & polished floor boards throughout living areas and bedrooms. Also features ducted heating, dishwasher, an undercover decking, manicured gardens and a secure double lock up garage. With only a short walk to the public transport on Burwood Highway, shopping at the Burwood East Plaza & local Burwood East Primary School, this home wont stay vacant long.
Pets will be considered upon application for this property.
Photo ID may be requested at this inspection prior to entry.",Huong Nguyen,401404851,hnguyen%40philipwebb.com.au,Rentals Available 350_480,
https://www.realestate.com.au/425447794,Serpell Primary School,2,$475,2,1,1,Unit,Available Now,20/31-33 King Street,Templestowe, , to arrange an appointment., to arrange an appointment.,"
Near new spacious two bedroom, one bathroom apartment in the Kings Living complex.
Two large bedrooms with built in robes, master with ensuite, large bathroom with separate toilet, separate laundry, large open plan kitchen with induction cooking and dishwasher.
Top Quality inclusions, dishwasher, heating, cooling, one car space with storage cage.
Communal Gym, Sauna, Alfresco Area. 
Close to shops and transport. Option for furnished for an additional $100 a week.
Call Hudson Bond on 9840 7700 or register to inspect today.",Hudson Bond Rentals,03 9840 7700,inspections.ire%40hudsonbond.com.au,Rentals Available 350_480,
https://www.realestate.com.au/425337446,Serpell Primary School,2,$395 per week,2,1,,Unit,Available Now,1/10 Jenkins Drive,Templestowe, , to arrange an appointment., to arrange an appointment.,"
**Arranging an inspection is easy. To book a time to inspect, simply click on 'Book an inspection time' or 'Email Agent' to arrange. By registering, you will be INSTANTLY informed of any updates, changes or cancellations for your appointment.
All utilities, internet and garden maintenance included in the rent! Yes thats right - no need to worry about paying bills, so if youre looking for low maintenance living then this property has your name on it!!
This great flat offers a huge open plan living area  featuring a great sized kitchen with heaps of bench space and breakfast bar, meals area and large lounge area with bounds of natural light.
This property also offers:
- 2 good-sized bedrooms with wardrobes
- Family bathroom with bath and separate shower
- Full sized laundry
- Huge rear yard 
- Split system 
- Ceiling fan
- Private rear entrance
- Street parking available
Located close to public transport, schools, Jenkins Park and just a 2 minute drive to The Pines Shopping Centre, what more could you want!?!
Please note, as the rent of this property is over $350 per week, the owner has the
...
show more",Kerrie Stafford,0447 561 156,leasingblackburn%40woodards.com.au,Rentals Available 350_480,
https://www.realestate.com.au/425325866,Serpell Primary School,2,$425,2,1,1,Unit,Available Now,11/31-33 King Street,Templestowe, , to arrange an appointment., to arrange an appointment.,"
Near new spacious two bedroom, one bathroom apartment in the Kings Living complex.
Two large bedrooms with built in robes, master with ensuite, large bathroom with separate toilet, separate laundry, large open plan kitchen with induction cooking and dishwasher.
Top Quality inclusions, dishwasher, heating, cooling, one car space with storage cage.
Communal Gym, Sauna, Alfresco Area. 
Close to shops and transport. Option for furnished for an additional $100 a week.
Call Hudson Bond on 9840 7700 or register to inspect today.",Hudson Bond Rentals,03 9840 7700,inspections.ire%40hudsonbond.com.au,Rentals Available 350_480,
https://www.realestate.com.au/424894118,Serpell Primary School,2,$460 per week - $650 per week,2,1,1,Apartment,Available Now,31-33 King Street,Templestowe, , to arrange an appointment., to arrange an appointment.,"
Modern, bright and convenient!  These spacious apartments offers open plan living spaces, dining extending to outdoor living on a large courtyard area designed for outdoor entertaining. Stylish kitchen with high quality Italian designer appliances and finishes. Two generous sized bedrooms and well appointed flexibility and ease of living. Additional features include: Central heating and cooling, floorboards, quality stainless steel appliances, double glazed windows, camera security intercom, one secure basement car parking spaces. The complex also offers  Gym, Private lounge and Alfresco BBQ areas. With the local bus stopping at the front of the property, convenience is at your front door, providing access to Westfield Doncaster Shopping, The Pines, local facilities and parklands what more can you want!.
Offering 12 month lease
Pets not Suitable for this property
ASL Real Estate and/or their agents, for themselves and for the vendor of this property for whom they act give notice that (i) All information given in relation to this property, whether contained in this document or given orally, is given without responsibility, (ii) Intending purchasers should
...
show more",Victoria Bonello,417999057,"victoria%40aslre.com.au,+info%40aslre.com.au,+victoria.19%40asl-realestate.in.boxdice.com.au",Rentals Available 350_480,
https://www.realestate.com.au/425320630,Beverley Hills Primary School,3,$470 per week,4,2,2,House,Available Now,16 Greendale Road,Doncaster East, , to arrange an appointment., to arrange an appointment.,"
In Doncaster Secondary zone.  Beverley Hills Primary, just up the road to freeway, Westfield Shopping Centre.  Buses, parks, the Pines Shopping Centre and so much more!
Features: 
* 4 bedrooms, plus study
* Formal lounge/ dinning
* Kitchen with meals area
* 2 Bathrooms
* Ducted heating 
* Two air conditioning units
* Carport for 2 cars
* Large back yard for endless entertaining
OTHER FEATURES: 
REGISTER by clicking the EMAIL AGENT button on this page before you can inspect the property. By registering your ensure that you are notified of new inspection times, price changes and able to access a list of rental properties we have available, we would like to assist you in your search. You can also register your interest by phoning 98423222.",Jane Gao,0419 476 590,jgao%40barryplant.com.au,Rentals Available 350_480,
https://www.realestate.com.au/419804750,Beverley Hills Primary School,3,$430 per week,3,1,2,House,Tue 22-Jan-19,20 Maxia Road,Doncaster East,Wed 2 Jan,6:00PM , 6:15PM,"
This traditional three bedroom home oozes comfort - spacious bedrooms with built in robes, central bathroom with separate bath and shower and formal and informal living areas. 
Accompanied by plentiful storage in the kitchen, spacious and safe rear yard, double garage and gated entry, ducted heating throughout and ceiling fans - you cant go wrong. 
A short stroll to schools, shops, city buses and great parks, you will never be short on activity. 
Pets will be considered upon application for this property.",Michelle Jansen,437695848,mjansen%40philipwebb.com.au,Rentals Available 350_480,
https://www.realestate.com.au/425433642,Glendal Primary School,5,$450,3,1,1,Unit,Thu 27-Dec-18,2/608 Highbury Road,Glen Waverley,Thu 20 Dec,4:00PM , 4:15PM,"
This immaculately presented 3 bedroom unit would suit a young family, professional couple or retiree.  Low maintenance and with its own street frontage, it is also enhanced by a lock up garage, private courtyard, separate living and a meals area off the good sized kitchen.  Located within close proximity to all of whatever Glen Waverley has to offer, including transport and shops.  This immaculate property will suit the fussiest of tenants.",Stuart Svec,0412 475 294,ssvec%40hockingstuart.com.au,Rentals Available 350_480,
https://www.realestate.com.au/425279922,Doncaster Gardens Primary School,6,$375 per week,1,1,1,Apartment,Available Now,105/832 Doncaster Road,Doncaster, , to arrange an appointment., to arrange an appointment.,"
Brand new and luxurious apartment on the first floor is sure to impress with the light filled internal courtyard. It features high quality Miele appliances with integrated fridge, stone-topped benches, open plan living leading to the balcony, bedroom with built in robes and wool carpet, European laundry with washing machine / dryer combo, reverse cycle heating and cooling, basement car park and storage cage. 
Located within walking distance to Jackson Court Shops and Westfield Doncaster, and bus transportation.
To inspect, please contact George Theoharakos (03) 88412000 0407007233 george.theoharakos@raywhite.com
Photo ID required at all inspections.",George Theoharakos,0407 007 233,inspections.ire.manningham%40raywhite.com,Rentals Available 350_480,
https://www.realestate.com.au/425423122,Camberwell Primary School,8,$450 per week,2,1,1,Unit,Fri 18-Jan-19,2/12 Peppin Street,Camberwell, , to arrange an appointment., to arrange an appointment.,"
We are excited to offer for lease this two bedroom unit, situated on sought after Peppin Street, which is close to shops, transport and easy access into the city.
With two bedrooms, internal laundry, good sized kitchen and lock up garage this home is perfect for a couple or family. 
- Sun filled lounge 
- Two generous sized bedrooms 
- Central bathroom 
- Polished boards throughout 
- Small courtyard 
- Single lock up garage",Alice Davies,03 8595 2777,mcgrathcroydon%40mail.inspectrealestate.com.au,Rentals Available 350_480,
https://www.realestate.com.au/425446978,Camberwell Primary School,8,$470 per week,2,1,1,Unit,Thu 31-Jan-19,3/35 Brinsley Road,Camberwell, , to arrange an appointment., to arrange an appointment.,"
This well presented two bedroom villa is close to the tram, train and an easy stroll from Camberwell Junction. With only four units on the block, it will appeal to many. The property features :
 * Two bedrooms with built in robes
 * Good sized living space with gas heating and split system
 * Renovated kitchen with gas cooking and dishwasher 
 * Euro laundry
 * Renovated bathroom
 * Low maintenance courtyard 
 *Single Carport
 PHOTO ID REQUIRED AT ALL INSPECTIONS 
 PLEASE NOTE: Open for Inspection Times and Property Availability are subject to change or cancellation without notice. Melway Ref 46A/12.",Ian Smith,0423 020 892,ian.smith%40noeljones.com.au,Rentals Available 350_480,
https://www.realestate.com.au/425435910,Camberwell Primary School,8,$400 per week,2,1,1,Unit,Available Now,8/570 Riversdale  Road,Camberwell, , to arrange an appointment., to arrange an appointment.,"
** BOOK INSPECTION ONLINE ** A very large, freshly painted two bedroom, 3rd floor Art Deco style apartment in tidy complex comprising of kitchen with room for meals table, huge lounge with gas heating, robes and a car space. With polished floors, this property presents very well and is perfectly positioned in the heart of Camberwell and is only a stroll to the Market, Supermarkets, cafes, shops and public transport. Be quick for this one.
Click BOOK INSPECTION button to register and we will instantly respond with an available inspection time. 
PLEASE ENSURE: you are REGISTERED as Open for Inspection times are subject to change or cancellation without notice and we want you to be notified if this occurs. Photo ID is required at inspections. You can obtain an application from our website, from the Agent at the OFI or apply via 1Form. Rent is to be paid per calendar month.",Steven Kouloumendas,03 9805 1111,leasingcamberwell%40woodards.com.au,Rentals Available 350_480,
https://www.realestate.com.au/425036602,Camberwell Primary School,8,$480 per week,2,1,1,Flat,Available Now,3/10 Fordham Ave,Camberwell, , to arrange an appointment., to arrange an appointment.,"
This is a stylishly renovated first-floor apartment in a great location within easy access to Camberwell Junction, shops, restaurants, tram & train station, parks & schools
It comprises a sunny living/dining area with reverse cycle air conditioner, modern kitchen, with gas appliances, European laundry, two good size bedrooms with BIR's and reverse cycle air conditioning, central bathroom with unique shower recess, separate toilet and off street parking 
INSPECTION OF PROPERTY BY APPOINTMENT ONLY - you won't be disappointed.
Make a phone call to inspect the property",Dellis Boothroyd,042 720 4060,dellis%40tbre.net.au,Rentals Available 350_480,
https://www.realestate.com.au/424227758,Camberwell Primary School,8,$450 per week,2,1,2,House,Available Now,14 Porter Street,Hawthorn East, , to arrange an appointment., to arrange an appointment.,"
Situated on Porter Street, just a stones through away from The Well Shopping Centre in Camberwell, you will find this great two bedroom home with loads of character. This home is light filled with plenty of space, the living room is a great size with ample storage. Parking for cars off street completes the Camberwell lifestyle without the price!
*To register to inspect please click Virtual Tour or Book Inspection so we can keep you informed of inspection times and changes.
*Photo ID may be required at open for inspections.",Fin Daruwalla,03 9818 6081,enquiries-hawthorn%40jelliscraig.com.au,Rentals Available 350_480,
https://www.realestate.com.au/424981330,Camberwell Primary School,8,$430 per week,2,1,1,House,Available Now,18 Porter Street,Hawthorn East,Sat 22 Dec,12:00PM , 12:15PM,"
Located in the heart on Hawthorn with Rivoli Cinema, cafes, restaurants and Camberwell Station all within a short walk. The home features two good sized bedrooms, polished boards, separate lounge room with gas heater, bathroom either shower over bath, & kitchen with gas cooking and meals area. The rear courtyard provides the perfect space for relaxing on those sunny weekends. Pets Considered.
*To register to inspect please click Virtual Tour or Book Inspection so we can keep you informed of inspection times and changes.
*Photo ID may be required at open for inspections.",Fin Daruwalla,03 9818 6081,enquiries-hawthorn%40jelliscraig.com.au,Rentals Available 350_480,
https://www.realestate.com.au/425117162,Camberwell Primary School,8,$450 per week,2,2,1,Unit,Available Now,5/85 Pleasant Road,Hawthorn East,Thu 20 Dec,4:15PM , 4:30PM,"
A lovely spacious two bedroom apartment comprising of a large open plan living room with split system air conditioner, modern kitchen with stainless steel Blanco appliances, dishwasher and microwave. Master bedroom with ensuite bathroom, built in robes and double doors to the balcony, second bedroom also has built in robes. The main bathroom is a good size with shower over the bath.  Other features such as large sun drenched balcony, internal laundry facilities, security entrance, remote control security gates and under cover car space for one vehicle, all within a short stroll to Burke Road shops and public transport.
*To register to inspect please click Virtual Tour or Book Inspection so we can keep you informed of inspection times and changes.
*Photo ID may be required at open for inspections.",Kaylah Kennedy,03 9810 5000,enquiries-hawthorn%40jelliscraig.com.au,Rentals Available 350_480,
https://www.realestate.com.au/425422866,Birralee Primary School,11,$360 per week,3,1,2,House,Available Now,20 Ayr Street,Doncaster,Sat 22 Dec,9:30AM , 9:45AM,"
Three bedroom house close to Eastern Freeway and Doncaster Shopping Town. Comprises entrance hall leading to lounge with gas wall heater, kitchen with gas stove, three bedrooms, two with built in robes, separate laundry room and garage.
*To register to inspect please click Virtual Tour or Book Inspection so we can keep you informed of inspection times and changes.
*Photo ID may be required at open for inspections.",Fin Daruwalla,03 9818 6081,enquiries-hawthorn%40jelliscraig.com.au,Rentals Available 350_480,
https://www.realestate.com.au/425228594,Ivanhoe Primary School,28,$400 per week,2,1,2,Unit,Available Now,8/15 Ashby Grove,Ivanhoe,Sat 22 Dec,1:00PM , 1:15PM,"
Open For Inspection: Saturday 22nd of December 1:00pm - 1:15pm
To book an inspection for this property, please click on the Email Agent tab and we will respond instantly with available inspection times.
Meticulously maintained single-level villa unit desirably located only a gentle stroll to Eaglemont village. Sure to impress you need to look no further. Spotlessly clean and bright throughout, there are two great sized bedrooms with BIR'S, large lounge room, functional kitchen with meals area,central bathroom with separate toilet and separate laundry. Other features include gas heating, and private low maintenance courtyard garden and single garage with a second carspace at the front. All set amongst pretty garden settings - Don't miss out!",Nikolas Psevdos,0455 954 774,,Rentals Available 350_480,
